# Publisher, Zhijie Xu,zhijie.xu@pnnl.gov,zhijiexu@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Updated, 05/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Name,"Mean cosine of angle between halo spin axis and three principle axis (minor, middle,major) for group of halos of the same size n_p, where n_p is number of particles in halo. Halos are assumed to be ellopsoids with three axis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Ref. [1] ,https://doi.org/10.48550/ARXIV.2109.09985,,,,,Mass cascade 1,,,,,,,,,,,,,,,,,,,,,,,,
#Ref. [2] ,https://doi.org/10.48550/ARXIV.2109.12244,,,,,Mass cascade 2,,,,,,,,,,,,,,,,,,,,,,,,
#Ref. [3]  Fig. 22,https://doi.org/10.48550/ARXIV.2110.13885,,,,,Energy cascade,,,,,,,,,,,,,,,,,,,,,,,,
#Ref. [4],https://doi.org/10.48550/ARXIV.2202.04054,,,,,Energy&momentum,,,,,,,,,,,,,,,,,,,,,,,,
#Ref. [5]  ,https://doi.org/10.48550/ARXIV.2201.12665,,,,,Mean flow&dispersion,,,,,,,,,,,,,,,,,,,,,,,,
n_p,z=10,z=5,z=3,z=2,z=1.5,z=1.0,z=0.5,z=0.3,z=0.1,z=0.0,z=10,z=5,z=3,z=2,z=1.5,z=1.0,z=0.5,z=0.3,z=0.1,z=0.0,z=10,z=5,z=3,z=2,z=1.5,z=1.0,z=0.5,z=0.3,z=0.1,z=0.0
452,0,0,0,0,0,0,0.370043488,-0.156516861,-0.123992196,0.273122966,0,0,0,0,0,0,0.928371529,0.795888187,-0.056190637,-0.011661691,0,0,0,0,0,0,-0.03455606,-0.26713297,-0.014959314,0.524352202
453,0,0,0,0,0,0,0.265901204,0.317281716,-0.362480824,0.227780261,0,0,0,0,0,0,-0.182649853,0.179179177,0.262649575,0.065375035,0,0,0,0,0,0,-0.060832161,0.133284216,-0.102535736,0.007120093
454,0,0,0,0,0,0,-0.089036012,0.595527371,-0.157680637,-0.088042968,0,0,0,0,0,0,0.587338077,0.262634493,0.518815742,-0.163031039,0,0,0,0,0,0,0.399476355,0.070593876,-0.238514765,0.084268636
455,0,0,0,0,0,0,0,-0.566790081,0.926927298,0.256406524,0,0,0,0,0,0,0,0.07380912,0.106049136,-0.63051907,0,0,0,0,0,0,0,0.409128259,-0.179980339,0.298446988
456,0,0,0,0,0,0,-0.086421874,0,-0.217089059,0.345600546,0,0,0,0,0,0,-0.812840936,0,0.059152448,0.034764796,0,0,0,0,0,0,-0.57603895,0,0.340572187,0.210712215
457,0,0,0,0,0,0,-0.210307531,-0.029622521,-0.1257825,0.320771136,0,0,0,0,0,0,-0.762845609,0.013619275,-0.327036843,-0.003648632,0,0,0,0,0,0,-0.166723602,0.177035403,-0.559731137,-0.142898624
458,0,0,0,0,0,0,0,-0.469459597,-0.089458936,-0.40697486,0,0,0,0,0,0,0,-0.024106576,-0.398329309,-0.890882633,0,0,0,0,0,0,0,0.031842344,0.036644931,-0.201741414
459,0,0,0,0,0,-0.0349818,0,0.708468183,-0.389731171,0.315706258,0,0,0,0,0,-0.998123537,0,-0.543376249,0.391476772,-0.31511339,0,0,0,0,0,-0.050256122,0,-0.065851458,-0.326175455,0.20063195
460,0,0,0,0,0,0,0.241367575,-0.092402058,0.082369676,-0.014104489,0,0,0,0,0,0,0.653499951,0.646549816,0.63437964,-0.369454394,0,0,0,0,0,0,0.717411673,0.205887483,0.227814897,0.150379746
461,0,0,0,0,0,0,0.018565955,-0.674463579,-0.524892269,-0.523183451,0,0,0,0,0,0,0.99692713,-0.156661803,0.093191053,-0.042061402,0,0,0,0,0,0,-0.076102587,-0.434186833,0.186388309,0.255715318
462,0,0,0,0,0,0,0,0.275117075,0.004266976,0.481361634,0,0,0,0,0,0,0,-0.961274757,0.259981465,-0.766763129,0,0,0,0,0,0,0,-0.016169004,0.006535285,-0.155153965
463,0,0,0,0,0,0,0,0.29851647,-0.293083037,0.199575888,0,0,0,0,0,0,0,-0.115767501,0.195626378,0.149588397,0,0,0,0,0,0,0,-0.198432165,0.182532426,-0.138945152
464,0,0,0,0,0,0,0,-0.040518515,-0.30974736,0.204665615,0,0,0,0,0,0,0,0.272248977,0.503202422,-0.137041948,0,0,0,0,0,0,0,-0.098883172,-0.382369234,-0.029053448
465,0,0,0,0,0,0,0.789561759,0.889569456,-0.066815797,0.098703577,0,0,0,0,0,0,-0.572775564,0.324462259,-0.144837959,-0.042618699,0,0,0,0,0,0,-0.070007974,0.128212308,0.05089079,-0.058047873
466,0,0,0,0,0,0,-0.766998945,-0.282679047,0.708894638,-0.430149314,0,0,0,0,0,0,0.127633091,-0.180950736,0.50238077,-0.089758839,0,0,0,0,0,0,0.118290779,0.143258804,-0.347435627,0.218726968
467,0,0,0,0,0,0,0,-0.15413615,-0.075719242,0.737735594,0,0,0,0,0,0,0,-0.917116875,0.398712594,-0.055106285,0,0,0,0,0,0,0,-0.367612139,0.227455044,-0.018226866
468,0,0,0,0,0,0,0.443842368,-0.58233858,-0.031856162,0.110244644,0,0,0,0,0,0,0.658619226,0.718464212,-0.314311038,-0.414575114,0,0,0,0,0,0,0.6076386,-0.380382642,-0.112867329,0.030123554
469,0,0,0,0,0,0,0.444173737,0.086123731,-0.236460432,-0.078707028,0,0,0,0,0,0,-0.855374343,0.098803321,-0.288440092,-0.254398037,0,0,0,0,0,0,-0.266541599,-0.176014087,-0.093211651,-0.145923605
470,0,0,0,0,0,0,-0.234038494,0.708846029,-0.086515345,0.181489256,0,0,0,0,0,0,0.915965556,0.320979695,-0.02979425,0.21520771,0,0,0,0,0,0,0.325934171,-0.157958366,-0.043413249,0.068327921
471,0,0,0,0,0,0,0,0.300806311,-0.60109694,0.490643589,0,0,0,0,0,0,0,0.163473926,0.583970538,0.011400895,0,0,0,0,0,0,0,-0.031899331,0.545583063,-0.871285767
472,0,0,0,0,0,0,-0.433376804,0.389815998,0.400996051,-0.277987211,0,0,0,0,0,0,-0.745660783,-0.206474107,-0.026935404,0.03486806,0,0,0,0,0,0,-0.145380195,0.012256468,-0.003320143,-0.028451653
473,0,0,0,0,0,0,-0.715269803,-0.091674507,-0.059624712,0.33983167,0,0,0,0,0,0,0.329849462,0.194842261,-0.160382528,0.611136804,0,0,0,0,0,0,-0.373478296,0.254182641,0.034306751,0.033851553
474,0,0,0,0,0,0,0.789255143,-0.142956403,0.457397166,0.139771209,0,0,0,0,0,0,-0.59984383,0.50890881,0.176381128,-0.280070746,0,0,0,0,0,0,0.131391392,0.091660752,-0.001570244,-0.235628717
475,0,0,0,0,0,0,0.384685159,0.19773921,0.427489272,0.787718059,0,0,0,0,0,0,-0.786638179,0.035817056,0.260759349,-0.61590458,0,0,0,0,0,0,-0.108889548,-0.103305839,0.378259462,-0.012720399
476,0,0,0,0,0,0,-0.587849193,0.99936317,-0.946537489,0.512416309,0,0,0,0,0,0,0.521923756,-0.033395349,-0.001725677,0.450021436,0,0,0,0,0,0,-0.61808488,-0.012569992,-0.322589218,0.004977255
477,0,0,0,0,0,0,0.073888721,0.317817056,0.399524329,0.838716718,0,0,0,0,0,0,0.178291222,-0.742701415,0.411746689,0.367216169,0,0,0,0,0,0,-0.07525526,0.589395391,0.020411439,-0.264747807
478,0,0,0,0,0,0,0,-0.250960349,0.244284262,0.200123452,0,0,0,0,0,0,0,0.274962368,0.676676078,-0.039967376,0,0,0,0,0,0,0,0.300717578,0.085522449,0.008694663
479,0,0,0,0,0,0,0,0.640440189,0.197488913,0.216739742,0,0,0,0,0,0,0,0.583292986,-0.500125233,0.402289672,0,0,0,0,0,0,0,-0.094250859,-0.261681184,0.014061579
480,0,0,0,0,0,0,-0.535593637,-0.603319847,-0.339008801,-0.192873545,0,0,0,0,0,0,0.844373483,0.247875814,0.201278548,0.235453022,0,0,0,0,0,0,-0.01314828,-0.757999171,0.288532776,0.067155001
481,0,0,0,0,0,0,0,0.089667128,0.268228851,-0.288302723,0,0,0,0,0,0,0,0.900361217,0.191951701,0.271243748,0,0,0,0,0,0,0,0.425804515,-0.433389413,-0.041152349
482,0,0,0,0,0,0,-0.982121056,0.852719373,-0.052924871,-0.601781363,0,0,0,0,0,0,0.164156606,0.520491698,-0.006841302,0.354248543,0,0,0,0,0,0,-0.092145758,0.044250008,0.235657379,-0.155987153
483,0,0,0,0,0,0,-0.915253702,0.006035814,-0.233915252,-0.153946012,0,0,0,0,0,0,0.000317501,0.030600657,-0.088536061,-0.275937087,0,0,0,0,0,0,-0.402877848,0.165505169,-0.050232665,-0.124215489
484,0,0,0,0,0,0,0,0.812364199,-0.91781397,0.245857497,0,0,0,0,0,0,0,0.580955892,-0.14414656,0.208925105,0,0,0,0,0,0,0,0.050543641,-0.037569451,0.328295477
485,0,0,0,0,0,0,0.68127293,0.511151867,0.415675657,0.356445253,0,0,0,0,0,0,0.729589726,-0.095965689,0.129473693,-0.271464901,0,0,0,0,0,0,-0.059716219,0.08077275,-0.311308853,-0.192210476
486,0,0,0,0,0,0,-0.980076961,0,0.38693352,0.125284259,0,0,0,0,0,0,-0.160448695,0,0.921741608,-0.814715764,0,0,0,0,0,0,0.009952861,0,-0.025978048,0.159445434
487,0,0,0,0,0,0,0,-0.271810276,-0.263187111,0.013592302,0,0,0,0,0,0,0,0.936080207,-0.565846311,0.672696576,0,0,0,0,0,0,0,0.223322683,0.44415896,-0.08336335
488,0,0,0,0,0,0,0,-0.154827349,0.175956334,-0.138362283,0,0,0,0,0,0,0,-0.039050419,-0.129643908,0.168321305,0,0,0,0,0,0,0,0.007157787,0.035479413,0.136648595
489,0,0,0,0,0,0,0.998314279,-0.148413084,0.302058893,-0.164200522,0,0,0,0,0,0,0.057496484,-0.310455573,-0.217463981,-0.242618924,0,0,0,0,0,0,0.007921834,0.11250568,-0.265361413,0.0352078
490,0,0,0,0,0,0,0,-0.495656973,-0.078923419,0.075095075,0,0,0,0,0,0,0,-0.83099984,0.393889373,0.386284171,0,0,0,0,0,0,0,-0.25251422,0.032117196,0.218006382
491,0,0,0,0,0,0,0.997680403,-0.374466395,-0.175066091,0.676581164,0,0,0,0,0,0,-0.014265009,0.334388788,-0.366953411,0.264358852,0,0,0,0,0,0,-0.066560678,-0.037784671,0.378149227,0.016492879
492,0,0,0,0,0,0,0.475965122,0.422874853,0.293558413,-0.153047367,0,0,0,0,0,0,0.802513681,0.269135049,-0.306222239,0.021684474,0,0,0,0,0,0,0.359762414,0.348746519,0.038743759,-0.008333307
493,0,0,0,0,0,0,0,-0.055286769,0.15124495,0.09912142,0,0,0,0,0,0,0,0.444517286,0.129188928,-0.075596013,0,0,0,0,0,0,0,0.136310777,0.34766956,0.042127197
494,0,0,0,0,0,0,0,0.071278023,-0.054967629,0.4505187,0,0,0,0,0,0,0,0.042283674,0.000629899,-0.194711057,0,0,0,0,0,0,0,0.075631631,-0.359732965,0.692803969
495,0,0,0,0,0,0,-0.770759532,-0.341669793,-0.275349761,-0.202680062,0,0,0,0,0,0,-0.608896454,0.196252448,-0.950367368,0.25685661,0,0,0,0,0,0,-0.187549599,-0.152694675,0.144859843,-0.003012981
496,0,0,0,0,0,0,0,-0.767044654,-0.532033582,-0.080111974,0,0,0,0,0,0,0,-0.618391887,-0.100256577,-0.30108888,0,0,0,0,0,0,0,0.170979451,-0.204832108,0.01865453
497,0,0,0,0,0,0,-0.960977721,0,-0.56996121,-0.21017934,0,0,0,0,0,0,-0.176242499,0,0.123321475,0.485285372,0,0,0,0,0,0,0.21321445,0,0.206613232,-0.091202041
498,0,0,0,0,0,0,0,-0.518189805,-0.301169774,0.222091185,0,0,0,0,0,0,0,0.483996442,-0.133227676,0.34537909,0,0,0,0,0,0,0,-0.4349675,0.002414754,0.198249043
499,0,0,0,0,0,0,0.115335245,-0.634017825,-0.252344131,0.212015061,0,0,0,0,0,0,-0.960799759,-0.684428962,-0.349018977,0.899798252,0,0,0,0,0,0,-0.252114269,-0.359969991,0.074802304,0.103302331
500,0,0,0,0,0,0,0.607893248,0.981272308,0.102093705,0.052718434,0,0,0,0,0,0,0.276735546,-0.175050923,0.362837372,-0.04491797,0,0,0,0,0,0,0.285706765,0.080385517,-0.029732325,-0.372072521
501,0,0,0,0,0,0,0,-0.401465789,0.046091826,-0.101792279,0,0,0,0,0,0,0,0.87982493,-0.331643222,0.462755353,0,0,0,0,0,0,0,-0.254427421,-0.140382603,-0.117359562
502,0,0,0,0,0,0,0.738726613,0,0.179555137,-0.008423412,0,0,0,0,0,0,-0.673928213,0,-0.128934379,0.155481201,0,0,0,0,0,0,0.010185986,0,-0.975261954,0.580160989
503,0,0,0,0,0,0,-0.031036786,0.323497187,0.086832262,0.260349194,0,0,0,0,0,0,0.253113184,0.210641594,-0.228336523,0.425455932,0,0,0,0,0,0,-0.083047755,-0.296385823,0.071092808,0.028548929
504,0,0,0,0,0,0,0.214114286,-0.383572094,0,0,0,0,0,0,0,0,0.017686211,0.026592692,0,0,0,0,0,0,0,0,-0.102810818,0.188890804,0,0
505,0,0,0,0,0,0,-0.685345617,-0.045444391,-0.088304365,0.093369525,0,0,0,0,0,0,0.719022766,-0.092923311,0.463273592,-0.361977816,0,0,0,0,0,0,0.115358772,0.14850782,-0.166521181,-0.015040734
506,0,0,0,0,0,0,-0.461118619,0.716919407,-0.224259294,-0.222929434,0,0,0,0,0,0,-0.42944772,0.223186828,-0.903543772,0.324367174,0,0,0,0,0,0,-0.20869213,0.587389192,-0.028352739,0.2000579
507,0,0,0,0,0,0,0,-0.041144115,0.798644995,-0.595794604,0,0,0,0,0,0,0,0.156296862,0.233053817,0.310683974,0,0,0,0,0,0,0,0.179356414,-0.092005586,0.160512235
508,0,0,0,0,0,0,0,-0.367896024,0.158823897,-0.193292457,0,0,0,0,0,0,0,-0.858344081,-0.202171381,-0.473987215,0,0,0,0,0,0,0,0.357628236,-0.370785647,-0.089735118
509,0,0,0,0,0,0,-0.243340254,0,-0.018903983,-0.833208777,0,0,0,0,0,0,0.049223851,0,0.380309998,0.315356007,0,0,0,0,0,0,-0.42277696,0,0.263283066,-0.454217705
510,0,0,0,0,0,0,-0.229883695,-0.0099441,0.2310913,-0.320232062,0,0,0,0,0,0,-0.963353462,0.482128403,-0.205692061,-0.132247858,0,0,0,0,0,0,-0.138215752,0.334626945,-0.078253072,0.038904668
511,0,0,0,0,0,-0.248101777,-0.349231182,0.609430707,0.04442641,0.194928556,0,0,0,0,0,-0.959852935,-0.930178901,-0.77664223,-0.733545563,0.01225465,0,0,0,0,0,0.130873415,0.113158269,-0.159439833,0.678186701,-0.381503726
512,0,0,0,0,0,0,0,0,0.697368626,-0.757998429,0,0,0,0,0,0,0,0,-0.709686962,0.555072572,0,0,0,0,0,0,0,0,-0.100107017,0.044501809
513,0,0,0,0,0,0,-0.777389866,-0.483397905,-0.757688356,0.11505878,0,0,0,0,0,0,-0.413535719,-0.038865078,0.638293495,0.061734361,0,0,0,0,0,0,0.038465197,-0.118668883,0.13597709,-0.072995605
514,0,0,0,0,0,0,-0.077183029,-0.432257625,-0.51630151,0.591353658,0,0,0,0,0,0,-0.99287434,-0.48775785,0.008157131,-0.634693509,0,0,0,0,0,0,-0.090792759,-0.204583351,-0.02954061,0.169859253
515,0,0,0,0,0,0,0.834344536,0.666675773,0.27021372,-0.041420964,0,0,0,0,0,0,0.401058834,-0.744310588,-0.221920532,-0.680933377,0,0,0,0,0,0,-0.378181182,0.03930854,-0.127078192,-0.205285828
516,0,0,0,0,0,0,-0.413675572,-0.992507444,0.019274113,-0.356563179,0,0,0,0,0,0,0.01665411,0.075435328,-0.211484509,0.319896942,0,0,0,0,0,0,0.319816388,-0.096117038,0.468757642,0.016049394
517,0,0,0,0,0,0,0,0.275979793,-0.10420325,-0.258077556,0,0,0,0,0,0,0,-0.032606515,0.42012446,0.292667264,0,0,0,0,0,0,0,-0.016933853,0.160835301,-0.31049395
518,0,0,0,0,0,0,0.208957734,0,0.842055438,0.992474815,0,0,0,0,0,0,0.312734058,0,-0.073772513,-0.080606935,0,0,0,0,0,0,0.460770754,0,0.119043426,0.092175174
519,0,0,0,0,0,0,-0.15480192,0,0,-0.652471094,0,0,0,0,0,0,0.480375137,0,0,0.09322653,0,0,0,0,0,0,0.863293747,0,0,-0.137885723
520,0,0,0,0,0,0,-0.165847117,0.384791087,0.835698976,-0.937495116,0,0,0,0,0,0,0.630223706,-0.639454184,-0.548160413,-0.243754892,0,0,0,0,0,0,0.498458267,-0.215575481,0.033576537,-0.248367592
521,0,0,0,0,0,0.631198815,-0.982097221,-0.022306928,-0.580085259,0.192755128,0,0,0,0,0,0.097958206,0.122181217,0.445575366,0.813117621,-0.018352266,0,0,0,0,0,-0.769410324,-0.143376424,0.177675693,0.048382089,-0.094852697
522,0,0,0,0,0,0,-0.089895699,-0.076551717,-0.276444917,0.194137969,0,0,0,0,0,0,-0.984796391,0.997055581,0.248567548,-0.232826809,0,0,0,0,0,0,0.148643305,0.004472429,0.792520024,-0.265792494
523,0,0,0,0,0,0,0,0,0.140501667,0.661277065,0,0,0,0,0,0,0,0,-0.428193924,-0.618845545,0,0,0,0,0,0,0,0,0.007068835,-0.333300057
524,0,0,0,0,0,0,0,-0.402235044,-0.218323157,-0.725198898,0,0,0,0,0,0,0,-0.762208659,0.973496408,0.05223656,0,0,0,0,0,0,0,0.507193188,-0.068115659,0.071911003
525,0,0,0,0,0,-0.996982346,0,0.810384805,-0.325699163,0.728347071,0,0,0,0,0,0.010831467,0,0.312309951,-0.408558376,0.337011758,0,0,0,0,0,0.076869248,0,-0.495720649,-0.244820287,-0.179896338
526,0,0,0,0,0,0,0,-0.066629478,-0.143361134,0.314145042,0,0,0,0,0,0,0,0.182839221,-0.566584477,-0.128772368,0,0,0,0,0,0,0,0.128787629,0.020901885,-0.068223233
527,0,0,0,0,0,0,-0.842655164,0,0,0.720312662,0,0,0,0,0,0,0.530561953,0,0,0.136793455,0,0,0,0,0,0,0.091849271,0,0,-0.28502513
528,0,0,0,0,0,0,-0.466763662,0,0.484948344,0.100584263,0,0,0,0,0,0,-0.866164106,0,0.788218714,0.272244115,0,0,0,0,0,0,0.178581705,0,-0.252011923,-0.065225783
529,0,0,0,0,0,0,0,0.239817594,0.018756018,-0.395602308,0,0,0,0,0,0,0,0.51125014,0.210616837,-0.140634443,0,0,0,0,0,0,0,0.413681612,0.142667774,-0.115045993
530,0,0,0,0,0,0,0.99988339,0.11682098,0.269181235,0.270309193,0,0,0,0,0,0,0.013570515,0.11603556,0.099814889,0.272844247,0,0,0,0,0,0,0.007003327,-0.378130046,-0.121410557,-0.203587265
531,0,0,0,0,0,0,0,-0.110684412,-0.103388936,0.187278027,0,0,0,0,0,0,0,-0.99369766,0.318055732,-0.055707331,0,0,0,0,0,0,0,0.017717845,-0.009860504,0.075461387
532,0,0,0,0,0,0,-0.699394708,-0.056469539,-0.01909947,0.077902485,0,0,0,0,0,0,0.570488728,-0.99593528,-0.297491545,0.077424115,0,0,0,0,0,0,-0.430568988,-0.070171991,-0.151906419,0.016753167
533,0,0,0,0,0,0,0,-0.372236324,0.197740769,0.719254325,0,0,0,0,0,0,0,-0.670941044,0.402490242,0.608462907,0,0,0,0,0,0,0,0.056885944,-0.257615331,0.335329848
534,0,0,0,0,0,0,0,0,0.315494703,0.201391116,0,0,0,0,0,0,0,0,0.057238024,-0.626071395,0,0,0,0,0,0,0,0,0.110134629,0.007303204
535,0,0,0,0,0,0.543149971,-0.491879759,0.980932052,0.360758881,0.385017051,0,0,0,0,0,-0.460673086,0.869059482,-0.027296666,0.837773212,0.011191415,0,0,0,0,0,-0.612943166,-0.052819683,0.192424532,0.107021463,0.120368045
536,0,0,0,0,0,-0.670303542,0.660009055,0.39446032,-0.096872613,-0.293815982,0,0,0,0,0,0.122508052,0.090586508,0.868675047,0.302932475,-0.249832375,0,0,0,0,0,0.731905007,0.088233564,-0.299674354,-0.045689342,0.166020379
537,0,0,0,0,0,0,0,-0.226216879,0.076256932,0.149364316,0,0,0,0,0,0,0,-0.059461133,-0.256286851,0.329872565,0,0,0,0,0,0,0,0.046559299,-0.005376698,0.323992212
538,0,0,0,0,0,0,0,-0.405665275,0.350229847,-0.014961102,0,0,0,0,0,0,0,0.272313138,0.328065743,0.467680476,0,0,0,0,0,0,0,0.013198281,0.00759045,0.247297617
539,0,0,0,0,0,0,0,0.87950244,-0.07848671,0.120613019,0,0,0,0,0,0,0,0.474167334,0.666162962,0.223714357,0,0,0,0,0,0,0,0.040506752,-0.557342773,-0.182450159
540,0,0,0,0,0,-0.85454428,-0.689147139,0.085307137,-0.885313983,0.487765206,0,0,0,0,0,-0.518976009,0.227209872,-0.249298675,-0.173785142,0.014222342,0,0,0,0,0,-0.020444448,-0.688078407,-0.089838867,-0.010151457,0.061377731
541,0,0,0,0,0,0,0,0.242150963,-0.10533041,-0.458970076,0,0,0,0,0,0,0,0.490691175,-0.267284859,-0.206127113,0,0,0,0,0,0,0,-0.010239541,0.957843572,-0.352013781
542,0,0,0,0,0,0,0,-0.538238869,0.329478093,0.204852122,0,0,0,0,0,0,0,-0.499891682,-0.73532378,-0.053244576,0,0,0,0,0,0,0,0.476417447,0.021754925,-0.077112965
543,0,0,0,0,0,0,0,0.182947171,-0.255094478,-0.084027148,0,0,0,0,0,0,0,0.977861201,0.962155021,-0.533224842,0,0,0,0,0,0,0,-0.101576588,0.095835919,0.097300418
544,0,0,0,0,0,0,0.348949708,-0.286057045,-0.057380888,-0.316747594,0,0,0,0,0,0,-0.889974888,0.274291578,0.219941337,0.01746451,0,0,0,0,0,0,0.293562259,-0.918115187,-0.074112717,-0.296533553
545,0,0,0,0,0,0,-0.361860965,0,0.265453394,0.011632533,0,0,0,0,0,0,0.925232359,0,-0.011930302,0.06280747,0,0,0,0,0,0,-0.114025099,0,-0.273668016,-0.081990516
546,0,0,0,0,0,0,0,0.651626761,0.485899504,-0.311673394,0,0,0,0,0,0,0,0.647067924,-0.30815092,-0.218044814,0,0,0,0,0,0,0,0.290799348,0.132763327,-0.148400197
547,0,0,0,0,0,0,0,0.526547412,0.209387499,0.084101287,0,0,0,0,0,0,0,-0.50972959,-0.40474152,-0.544210414,0,0,0,0,0,0,0,-0.680384867,0.050943606,0.2055054
548,0,0,0,0,0,0,0,-0.135198721,-0.465306332,0.292272951,0,0,0,0,0,0,0,-0.646657929,-0.762729764,-0.076440778,0,0,0,0,0,0,0,0.132090954,-0.206730876,0.142905517
549,0,0,0,0,0,0,-0.976162396,0,0.299148307,-0.681701459,0,0,0,0,0,0,0.213314011,0,0.491813366,0.730658243,0,0,0,0,0,0,0.040051322,0,-0.044319193,-0.037704798
550,0,0,0,0,0,0,0.898678083,-0.245076485,0.593999724,0.191020792,0,0,0,0,0,0,-0.431780893,0.96312086,-0.485001527,0.339376353,0,0,0,0,0,0,0.077090619,0.111066308,-0.059198596,-0.103782096
551,0,0,0,0,0,0.995447671,0,0.312416165,-0.911237009,0.314752671,0,0,0,0,0,-0.079391619,0,0.294271882,-0.36470513,0.225789715,0,0,0,0,0,0.052734284,0,0.030083672,-0.022628896,0.061815421
552,0,0,0,0,0,0,0,0.0245889,0.236596931,0.619307682,0,0,0,0,0,0,0,-0.83116195,0.180475161,-0.679692127,0,0,0,0,0,0,0,-0.555486453,-0.12739056,0.374487401
553,0,0,0,0,0,0,0.862054921,-0.227966751,0.555463695,0.302377934,0,0,0,0,0,0,0.503590287,-0.139090038,-0.001287707,0.34720654,0,0,0,0,0,0,0.057080084,-0.435349601,-0.003243122,-0.233191715
554,0,0,0,0,0,0,0.311469223,0,-0.817102701,-0.167747883,0,0,0,0,0,0,-0.93662726,0,-0.173781727,0.427448476,0,0,0,0,0,0,0.160363022,0,0.549675439,-0.225244652
555,0,0,0,0,0,0,0,0,0.824787182,-0.040434018,0,0,0,0,0,0,0,0,0.301904066,-0.126382053,0,0,0,0,0,0,0,0,-0.011993157,0.113037082
556,0,0,0,0,0,0,0,0.104365035,-0.269522328,-0.749576227,0,0,0,0,0,0,0,0.163708982,0.070253289,-0.457802255,0,0,0,0,0,0,0,0.379755159,-0.002588304,0.111467594
557,0,0,0,0,0,0,0,-0.995412721,-0.159596483,0.269991077,0,0,0,0,0,0,0,0.035688647,0.26623523,0.862013579,0,0,0,0,0,0,0,0.088768431,-0.225368684,0.013067033
558,0,0,0,0,0,0,-0.317745463,-0.519352415,-0.897313813,0.576227941,0,0,0,0,0,0,0.919127453,0.050470508,0.435044573,-0.495443908,0,0,0,0,0,0,-0.129645105,0.85306846,-0.074593164,-0.034517022
559,0,0,0,0,0,0,-0.997860088,-0.08144605,-0.256988385,0.848802837,0,0,0,0,0,0,-0.000370824,-0.738788011,-0.114162291,-0.490149576,0,0,0,0,0,0,0.065384299,0.668998367,-0.155368222,-0.17636564
560,0,0,0,0,0,-0.121654324,0,0.237221825,0,-0.3931996,0,0,0,0,0,0.971274554,0,-0.542685582,0,0.17587738,0,0,0,0,0,-0.204513977,0,0.805740756,0,-0.037445663
561,0,0,0,0,0,0,0.856870527,-0.647073521,-0.013946016,0.389458306,0,0,0,0,0,0,-0.514503639,0.653482501,-0.149081265,0.617082904,0,0,0,0,0,0,-0.032540828,0.392754987,-0.143061548,-0.317423604
562,0,0,0,0,0,0,0.039577121,0.649831355,-0.615986697,-0.790695939,0,0,0,0,0,0,-0.272193664,0.189166537,0.76961702,0.607685556,0,0,0,0,0,0,0.073540799,-0.207676862,-0.168077458,0.074284574
563,0,0,0,0,0,0,0,0,0.063015544,0.189051831,0,0,0,0,0,0,0,0,-0.838686728,-0.020176932,0,0,0,0,0,0,0,0,-0.197122753,0.437814186
564,0,0,0,0,0,0,0,0,0.5561276,0.574472423,0,0,0,0,0,0,0,0,0.620500308,0.32906076,0,0,0,0,0,0,0,0,0.283698084,0.025975684
565,0,0,0,0,0,0,0,0,0.448219701,0.402647573,0,0,0,0,0,0,0,0,-0.053422333,0.316988541,0,0,0,0,0,0,0,0,-0.170051653,0.068123182
566,0,0,0,0,0,0,0,-0.556808775,0.768884845,0,0,0,0,0,0,0,0,-0.426142616,0.384566826,0,0,0,0,0,0,0,0,0.302339326,-0.404084354,0
567,0,0,0,0,0,0,0,0.00375163,0.142605248,-0.062869839,0,0,0,0,0,0,0,0.076792717,0.787754955,-0.243660753,0,0,0,0,0,0,0,0.208658522,0.106281584,-0.015515689
568,0,0,0,0,0,0,0,0,-0.324450389,-0.038871449,0,0,0,0,0,0,0,0,-0.879035957,0.966714715,0,0,0,0,0,0,0,0,0.34932468,-0.252886674
569,0,0,0,0,0,0,0,0.079157881,-0.695968317,0.711245461,0,0,0,0,0,0,0,-0.467009165,0.202105162,0.004429473,0,0,0,0,0,0,0,0.419360336,0.053633364,0.25955041
570,0,0,0,0,0,0,0.821477573,0.752903681,0.453718056,0.209505817,0,0,0,0,0,0,0.056262609,-0.608486854,0.514078301,0.553101664,0,0,0,0,0,0,0.56745847,0.250758441,0.074432428,0.189000367
571,0,0,0,0,0,0,0.08704869,-0.643020302,-0.802557143,0.176787987,0,0,0,0,0,0,-0.638770048,-0.137919624,-0.587654071,-0.203192073,0,0,0,0,0,0,-0.288791193,0.076711621,0.102784852,-0.092289744
572,0,0,0,0,0,0,0,0,0.336512961,-0.115069076,0,0,0,0,0,0,0,0,0.86202662,-0.026399432,0,0,0,0,0,0,0,0,-0.379037113,-0.110249542
573,0,0,0,0,0,0,0.147906515,-0.242159302,-0.409831439,0,0,0,0,0,0,0,-0.982977257,-0.167849842,0.500849458,0,0,0,0,0,0,0,-0.108992547,-0.105048663,0.446659986,0
574,0,0,0,0,0,0,0,-0.688949913,0.099688295,0.047294462,0,0,0,0,0,0,0,0.387120144,0.145974694,-0.145893228,0,0,0,0,0,0,0,-0.117485674,-0.487939844,0.1268713
