# Publisher, Zhijie Xu,zhijie.xu@pnnl.gov,zhijiexu@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Updated, 05/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Name,"Mean three principle semiaxis r_lambda1<r_lambda2< r_lambda3 (Mpc/h) for group of halos of the same size n_p, where n_p is number of particles in halo. Halos are assumed to be ellopsoids with three principle axis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Ref. [1] ,https://doi.org/10.48550/ARXIV.2109.09985,,,,,Mass cascade 1,,,,,,,,,,,,,,,,,,,,,,,,
#Ref. [2] ,https://doi.org/10.48550/ARXIV.2109.12244,,,,,Mass cascade 2,,,,,,,,,,,,,,,,,,,,,,,,
#Ref. [3]  Eq. (67)(68)(69) Fig. 19,https://doi.org/10.48550/ARXIV.2110.13885,,,,,Energy cascade,,,,,,,,,,,,,,,,,,,,,,,,
#Ref. [4],https://doi.org/10.48550/ARXIV.2202.04054,,,,,Energy&momentum,,,,,,,,,,,,,,,,,,,,,,,,
#Ref. [5]  ,https://doi.org/10.48550/ARXIV.2201.12665,,,,,Mean flow&dispersion,,,,,,,,,,,,,,,,,,,,,,,,
n_p,z=10,z=5,z=3,z=2,z=1.5,z=1.0,z=0.5,z=0.3,z=0.1,z=0.0,z=10,z=5,z=3,z=2,z=1.5,z=1.0,z=0.5,z=0.3,z=0.1,z=0.0,z=10,z=5,z=3,z=2,z=1.5,z=1.0,z=0.5,z=0.3,z=0.1,z=0.0
315,0,0,0,0,0.072729322,0,0.106132011,0.126332638,0.144985865,0.168593339,0,0,0,0,0.090945197,0,0.131628687,0.167962869,0.186083694,0.21017461,0,0,0,0,0.205140167,0,0.259340906,0.242734409,0.349321901,0.310227597
316,0,0,0,0,0,0.076352971,0.095659548,0.121415534,0.142946017,0.15509708,0,0,0,0,0,0.119609638,0.130100713,0.173379335,0.201588568,0.189768238,0,0,0,0,0,0.270650208,0.207668903,0.276382529,0.355907278,0.301584491
317,0,0,0,0,0,0,0.107560421,0.12385945,0.144583361,0.157156067,0,0,0,0,0,0,0.152137239,0.177896811,0.186933366,0.213098297,0,0,0,0,0,0,0.273150406,0.266887891,0.359638291,0.341417807
318,0,0,0,0,0,0.081662746,0.109577469,0.134756365,0.145225033,0.152265408,0,0,0,0,0,0.114362278,0.139999389,0.177984763,0.176819923,0.186748587,0,0,0,0,0,0.203241658,0.266601543,0.274919403,0.32010674,0.267682441
319,0,0,0,0,0,0.078511103,0.105489028,0.127548645,0.152265265,0.162634452,0,0,0,0,0,0.110714188,0.147647985,0.184201314,0.202074163,0.205530668,0,0,0,0,0,0.186716423,0.277555841,0.310852733,0.291397747,0.371915551
320,0,0,0,0,0,0,0.110296532,0.1209627,0.149496813,0.152990585,0,0,0,0,0,0,0.121299221,0.173473919,0.194370105,0.203982967,0,0,0,0,0,0,0.239090075,0.294009079,0.381513217,0.341861742
321,0,0,0,0,0,0.077390757,0,0.120862248,0.13438223,0.145758969,0,0,0,0,0,0.123947588,0,0.16976335,0.179441185,0.19556534,0,0,0,0,0,0.234936808,0,0.330467685,0.292277684,0.303118973
322,0,0,0,0,0,0,0.101686956,0.118182814,0.14515875,0.158809569,0,0,0,0,0,0,0.143970508,0.175659799,0.202120111,0.217534669,0,0,0,0,0,0,0.275266322,0.270249598,0.340051223,0.318412094
323,0,0,0,0,0,0.077173286,0.106905759,0.124788266,0.142688542,0.168302654,0,0,0,0,0,0.091385125,0.145376322,0.152430666,0.194224106,0.20460529,0,0,0,0,0,0.154766598,0.309700797,0.245686549,0.334257694,0.356470233
324,0,0,0,0,0,0,0.106960243,0.118640159,0.149603293,0.156242096,0,0,0,0,0,0,0.146795288,0.15183216,0.19737245,0.20350222,0,0,0,0,0,0,0.279980779,0.29779654,0.361073617,0.331667817
325,0,0,0,0,0,0.07538944,0.107873471,0.122040325,0.140952185,0.160361893,0,0,0,0,0,0.104258297,0.152701811,0.167573031,0.186846619,0.225911789,0,0,0,0,0,0.170521624,0.282093156,0.287869192,0.359352079,0.381446077
326,0,0,0,0,0,0.080050735,0.095617426,0.120834515,0.158009476,0.163390995,0,0,0,0,0,0.094764006,0.120801233,0.164360415,0.184296409,0.208710785,0,0,0,0,0,0.328725294,0.191369645,0.306591105,0.307848092,0.366215917
327,0,0,0,0,0,0,0.105960385,0.131300042,0.141088902,0.152382663,0,0,0,0,0,0,0.138372854,0.160020065,0.188861293,0.209275858,0,0,0,0,0,0,0.281230006,0.240335262,0.329213853,0.343373644
328,0,0,0,0,0,0.072294474,0.113149567,0.121913822,0.156068078,0.154322502,0,0,0,0,0,0.109231599,0.147115125,0.167706984,0.214196449,0.209608559,0,0,0,0,0,0.175243603,0.285092266,0.318662661,0.378649043,0.373765685
329,0,0,0,0,0,0.087397781,0.106398358,0.109936332,0.15376401,0.165935354,0,0,0,0,0,0.126409682,0.148901534,0.153300631,0.198452979,0.224354442,0,0,0,0,0,0.180595219,0.248326941,0.285100051,0.305517664,0.324912196
330,0,0,0,0,0,0,0.100109213,0.115023991,0.144955811,0.160792665,0,0,0,0,0,0,0.15514274,0.147536144,0.202468672,0.239863037,0,0,0,0,0,0,0.282593428,0.262212214,0.28556891,0.349316242
331,0,0,0,0,0,0,0.107576986,0.122606164,0.146444447,0.155937372,0,0,0,0,0,0,0.16248096,0.163661187,0.195969241,0.220287917,0,0,0,0,0,0,0.288878792,0.275426102,0.297961099,0.40776401
332,0,0,0,0.054561584,0,0,0.113749987,0.121642842,0.148233214,0.165673265,0,0,0,0.062293814,0,0,0.13459311,0.160230225,0.196495768,0.207085811,0,0,0,0.122945022,0,0,0.300248026,0.281458171,0.315143029,0.323266214
333,0,0,0,0,0,0.076745977,0.109587659,0.130010699,0.139894055,0.154371907,0,0,0,0,0,0.096753793,0.156191193,0.173269414,0.196229082,0.205711042,0,0,0,0,0,0.185549315,0.265127299,0.300099153,0.349823931,0.33690324
334,0,0,0,0,0,0.084119402,0.122118149,0.114792297,0.140639535,0.163297573,0,0,0,0,0,0.102155387,0.14538544,0.160442058,0.199111843,0.208289076,0,0,0,0,0,0.191948512,0.209639619,0.245180946,0.377399949,0.3698755
335,0,0,0,0,0,0,0.116972359,0.127989116,0.145174953,0.153084792,0,0,0,0,0,0,0.155722329,0.160114793,0.209878726,0.216149918,0,0,0,0,0,0,0.214902314,0.293119714,0.387374779,0.389617804
336,0,0,0,0,0,0,0.105292041,0.12828476,0.149052505,0.169645803,0,0,0,0,0,0,0.126387431,0.168943898,0.207667424,0.198690012,0,0,0,0,0,0,0.401457416,0.278384682,0.375909168,0.302680841
337,0,0,0,0,0,0,0.118316833,0.127043855,0.150058227,0.155882001,0,0,0,0,0,0,0.148227433,0.162118198,0.214623271,0.21695377,0,0,0,0,0,0,0.239135866,0.270758686,0.327797984,0.36421121
338,0,0,0,0,0,0,0.113819333,0.125796484,0.144412265,0.158819539,0,0,0,0,0,0,0.169736166,0.168728327,0.185109552,0.194157622,0,0,0,0,0,0,0.322616127,0.259348708,0.320372007,0.33979816
339,0,0,0,0,0,0,0.108648439,0.128927509,0.141362279,0.151013335,0,0,0,0,0,0,0.144657852,0.179866026,0.191679383,0.202788473,0,0,0,0,0,0,0.237156964,0.26117576,0.355550199,0.378182128
340,0,0,0,0,0,0,0.110454916,0.122726499,0.143564606,0.152332212,0,0,0,0,0,0,0.143266228,0.162703623,0.184118581,0.202107239,0,0,0,0,0,0,0.245656624,0.368990198,0.404707837,0.329107432
341,0,0,0,0,0,0.077526346,0.109872461,0.126700577,0.136962962,0.155292784,0,0,0,0,0,0.101223219,0.142538196,0.155524072,0.190652726,0.203768355,0,0,0,0,0,0.178705825,0.254396503,0.338044171,0.286427973,0.336297783
342,0,0,0,0,0,0,0.106887963,0.132565313,0.148369038,0.165530287,0,0,0,0,0,0,0.147567019,0.190670372,0.186636303,0.216067663,0,0,0,0,0,0,0.384859386,0.303084393,0.356219612,0.346045221
343,0,0,0,0,0,0,0.114025132,0.127108403,0.136073518,0.159645932,0,0,0,0,0,0,0.149315181,0.179022864,0.180049434,0.202475877,0,0,0,0,0,0,0.301261932,0.350458343,0.327832005,0.4040485
344,0,0,0,0,0,0.081027451,0.096571714,0.128529911,0.143466808,0.158844923,0,0,0,0,0,0.105273972,0.162541433,0.157292663,0.190072835,0.209369743,0,0,0,0,0,0.19755153,0.269687216,0.232544369,0.313666754,0.354003811
345,0,0,0,0,0,0.067540821,0.107616097,0.115794658,0.158098353,0.156515326,0,0,0,0,0,0.099410845,0.139370977,0.175502595,0.190540719,0.20641296,0,0,0,0,0,0.279083021,0.325708126,0.288377911,0.457938147,0.311221929
346,0,0,0,0,0,0,0.107962225,0.121643395,0.168315115,0.153807712,0,0,0,0,0,0,0.164617887,0.166824587,0.21724596,0.216198913,0,0,0,0,0,0,0.312942758,0.296068834,0.417239066,0.384489148
347,0,0,0,0,0,0,0.098576086,0.119210732,0.158830798,0.169948976,0,0,0,0,0,0,0.155020896,0.16288341,0.218663145,0.201111763,0,0,0,0,0,0,0.200870167,0.325894958,0.346947841,0.397178956
348,0,0,0,0,0,0.079574353,0.115536316,0.116726569,0.159247292,0.165229437,0,0,0,0,0,0.118546371,0.150412888,0.167706746,0.208105813,0.210677097,0,0,0,0,0,0.247642693,0.329894046,0.257505428,0.334032852,0.394776517
349,0,0,0,0,0,0,0.101111749,0.130376541,0.162970188,0.170452538,0,0,0,0,0,0,0.139733569,0.143151495,0.224572027,0.215311728,0,0,0,0,0,0,0.271060087,0.251380485,0.335316699,0.344976913
350,0,0,0,0,0,0,0.108336827,0.126964374,0.158855479,0.156078074,0,0,0,0,0,0,0.151050672,0.179242446,0.204627325,0.206150856,0,0,0,0,0,0,0.21308486,0.23491158,0.297638392,0.410150351
351,0,0,0,0,0,0,0.10653579,0.12074586,0.14129708,0.163767216,0,0,0,0,0,0,0.120381731,0.163335519,0.191627477,0.214645013,0,0,0,0,0,0,0.187617043,0.35164274,0.338734482,0.36444341
352,0,0,0,0,0,0,0.111353004,0.125212484,0.164484889,0.161848528,0,0,0,0,0,0,0.161051967,0.174802434,0.202825291,0.20221507,0,0,0,0,0,0,0.224997054,0.309824792,0.343299078,0.344844964
353,0,0,0,0,0,0,0,0.124632393,0.144028664,0.1538447,0,0,0,0,0,0,0,0.174531346,0.188019109,0.21299011,0,0,0,0,0,0,0,0.321515268,0.365739313,0.483389529
354,0,0,0,0,0,0.081555902,0.093122632,0.113262243,0.148069294,0.159850908,0,0,0,0,0,0.130985804,0.136948379,0.160799095,0.189780688,0.222105313,0,0,0,0,0,0.151997303,0.208418968,0.273955474,0.376644442,0.342542461
355,0,0,0,0,0,0.078172342,0.111991925,0.146225516,0.152712863,0.161082227,0,0,0,0,0,0.103804257,0.161702749,0.168724672,0.191039354,0.20038394,0,0,0,0,0,0.171328812,0.215338356,0.320880097,0.328855627,0.323345417
356,0,0,0,0,0,0.086419436,0.102725845,0.133915153,0.148337602,0.174986613,0,0,0,0,0,0.107507548,0.13870378,0.17842938,0.200496349,0.214866416,0,0,0,0,0,0.235366053,0.213624278,0.278961207,0.369496729,0.322858124
357,0,0,0,0,0,0.091088397,0.112660898,0.13417588,0.139649702,0.170247344,0,0,0,0,0,0.128163053,0.138329913,0.173243019,0.195011588,0.235521282,0,0,0,0,0,0.35863402,0.236169615,0.281053431,0.371566339,0.338265633
358,0,0,0,0,0,0,0.107068268,0.104967808,0.151992834,0.162844129,0,0,0,0,0,0,0.16255642,0.170426059,0.194595143,0.244887258,0,0,0,0,0,0,0.255724012,0.208503114,0.409374855,0.371602928
359,0,0,0,0,0,0.075201196,0.10591381,0.127963551,0.147977692,0.152523809,0,0,0,0,0,0.107062733,0.140224639,0.162534733,0.196011462,0.212063034,0,0,0,0,0,0.186794359,0.330620445,0.235336475,0.29358713,0.341815446
360,0,0,0,0,0.05484583,0,0.107511102,0.126120669,0.151625013,0.179698531,0,0,0,0,0.074045,0,0.136628197,0.135438028,0.178857901,0.208417882,0,0,0,0,0.12351129,0,0.300132486,0.257613702,0.340729668,0.380664005
361,0,0,0,0,0,0,0.107672693,0.12094941,0.150310085,0.15533,0,0,0,0,0,0,0.145044883,0.172614476,0.251014719,0.200137742,0,0,0,0,0,0,0.300410642,0.286793015,0.331044538,0.324874372
362,0,0,0,0,0,0,0.083477125,0.122297734,0.158943982,0.164866771,0,0,0,0,0,0,0.120329096,0.160164738,0.19735207,0.231745796,0,0,0,0,0,0,0.177047912,0.311087962,0.306741125,0.338772345
363,0,0,0,0,0.055765493,0.082224457,0.113203127,0.143462106,0.158175462,0.162375989,0,0,0,0,0.126511183,0.107474876,0.16490285,0.198457712,0.19032462,0.214769439,0,0,0,0,0.329282727,0.175453837,0.210287095,0.340406632,0.366478917,0.357127878
364,0,0,0,0,0,0,0,0.120578281,0.143477464,0.160030768,0,0,0,0,0,0,0,0.195653543,0.19277683,0.201394066,0,0,0,0,0,0,0,0.350352599,0.325822804,0.396178828
365,0,0,0,0,0,0,0.120050601,0.124047639,0.154446721,0.166010241,0,0,0,0,0,0,0.163733521,0.165735597,0.213791096,0.221277265,0,0,0,0,0,0,0.252241404,0.282280364,0.351314937,0.403801822
366,0,0,0,0,0,0,0.133293948,0.126750796,0.141619163,0.15022006,0,0,0,0,0,0,0.161919775,0.164425556,0.192051225,0.215201781,0,0,0,0,0,0,0.243540805,0.254145453,0.358227145,0.377410467
367,0,0,0,0,0,0.086268009,0.12062561,0.132546606,0.151319382,0.155771656,0,0,0,0,0,0.122831301,0.177182746,0.187945985,0.205758662,0.210141033,0,0,0,0,0,0.183725376,0.228152824,0.260716935,0.323023478,0.383140677
368,0,0,0,0,0,0.075181974,0.122747023,0.140726052,0.147258,0.168243809,0,0,0,0,0,0.131598653,0.153017886,0.168166033,0.188224098,0.206009728,0,0,0,0,0,0.277239695,0.202076613,0.248820634,0.403554881,0.281401689
369,0,0,0,0,0,0.095036586,0,0.112939435,0.151773998,0.157780745,0,0,0,0,0,0.115847895,0,0.232977956,0.20313612,0.21585659,0,0,0,0,0,0.181819298,0,0.308188952,0.334474284,0.312439415
370,0,0,0,0,0,0.081679717,0.10898043,0.138616232,0.14543792,0.173335938,0,0,0,0,0,0.097364382,0.154407469,0.181174815,0.189199118,0.226077781,0,0,0,0,0,0.282306598,0.234106963,0.24702618,0.319214976,0.392295744
371,0,0,0,0,0,0,0.103864117,0.126332958,0.152351459,0.166173575,0,0,0,0,0,0,0.130601273,0.168929908,0.197315155,0.221001465,0,0,0,0,0,0,0.518177982,0.27481526,0.307370397,0.41701116
372,0,0,0,0,0,0.076597433,0.111783979,0.157495249,0.146965137,0.162744617,0,0,0,0,0,0.108542048,0.125778425,0.212509669,0.190833514,0.217936069,0,0,0,0,0,0.232462952,0.233861529,0.299805212,0.31133857,0.300564921
373,0,0,0,0,0,0,0.096001185,0.127659612,0.140958867,0.175970439,0,0,0,0,0,0,0.136281542,0.171146387,0.197264359,0.234967111,0,0,0,0,0,0,0.299322025,0.373278836,0.381491105,0.338019162
374,0,0,0,0,0,0.068232496,0.125418352,0.122166703,0.157314891,0.163375796,0,0,0,0,0,0.138774526,0.19179159,0.174948012,0.214314439,0.214728081,0,0,0,0,0,0.225430117,0.401285949,0.373428261,0.311151781,0.407534476
375,0,0,0,0,0,0,0,0,0.152106534,0.164235766,0,0,0,0,0,0,0,0,0.186793905,0.205496657,0,0,0,0,0,0,0,0,0.376985037,0.328884632
376,0,0,0,0,0,0.092597457,0.109962959,0.123932339,0.154504691,0.163860828,0,0,0,0,0,0.101732841,0.152671123,0.152575388,0.208428254,0.214918529,0,0,0,0,0,0.186018697,0.245328687,0.282802646,0.349655779,0.33314684
377,0,0,0,0,0,0.080229203,0.099485915,0.128441213,0.151913939,0.174084895,0,0,0,0,0,0.136615125,0.146164705,0.16129267,0.19020797,0.220080163,0,0,0,0,0,0.256922595,0.245409145,0.378390236,0.353839054,0.408348801
378,0,0,0,0,0,0,0.126971314,0.118933172,0.145712502,0.150841172,0,0,0,0,0,0,0.14726644,0.159758239,0.198718815,0.246308696,0,0,0,0,0,0,0.23683781,0.278435835,0.388721238,0.417044056
379,0,0,0,0,0,0,0.108024274,0.124090107,0.153910529,0.163202698,0,0,0,0,0,0,0.142487061,0.151315999,0.210389579,0.201081957,0,0,0,0,0,0,0.233949257,0.336035306,0.368261007,0.316113581
380,0,0,0,0,0,0.105361515,0.103637063,0.130884484,0.153021477,0.172066618,0,0,0,0,0,0.118992865,0.12156916,0.193341409,0.19055291,0.212985337,0,0,0,0,0,0.133965166,0.514231885,0.32525577,0.344996774,0.404777749
381,0,0,0,0,0,0,0.119911762,0.12804209,0.166236543,0.160388311,0,0,0,0,0,0,0.167321882,0.170716381,0.198175397,0.211569952,0,0,0,0,0,0,0.234095231,0.276295483,0.407386657,0.346292152
382,0,0,0,0,0,0,0.105697424,0.119209722,0.156967692,0.165443605,0,0,0,0,0,0,0.160301549,0.163450486,0.203705697,0.225189698,0,0,0,0,0,0,0.302482692,0.253620517,0.319111668,0.354007911
383,0,0,0,0,0,0,0,0.138140187,0.150301881,0.164515954,0,0,0,0,0,0,0,0.186929057,0.198439253,0.222177566,0,0,0,0,0,0,0,0.262659113,0.309861268,0.387650909
384,0,0,0,0,0,0,0.122569373,0.122707994,0.148793296,0.170856812,0,0,0,0,0,0,0.142767528,0.174385317,0.185312774,0.221149233,0,0,0,0,0,0,0.245414232,0.353391996,0.340026663,0.336187971
385,0,0,0,0,0,0,0.091393916,0.13882812,0.155025716,0.163038571,0,0,0,0,0,0,0.162146834,0.190437939,0.185060444,0.199000969,0,0,0,0,0,0,0.245184705,0.422444102,0.360022287,0.412816741
386,0,0,0,0,0,0,0.108716282,0.121989648,0.140965091,0.169238346,0,0,0,0,0,0,0.136538897,0.16038593,0.202625179,0.227612133,0,0,0,0,0,0,0.309060792,0.255525558,0.386884304,0.374741774
387,0,0,0,0,0,0,0.135434268,0.120613894,0.145241489,0.170808197,0,0,0,0,0,0,0.174352373,0.146822918,0.195854974,0.220223384,0,0,0,0,0,0,0.245473754,0.404729113,0.343534523,0.362752431
388,0,0,0,0,0,0,0.106806257,0.119394987,0.145585458,0.170331336,0,0,0,0,0,0,0.14040395,0.149620292,0.187285449,0.225674273,0,0,0,0,0,0,0.253839745,0.333127044,0.283564475,0.39104775
389,0,0,0,0,0,0,0.111808819,0.141821923,0.165492604,0.16922352,0,0,0,0,0,0,0.151500667,0.188257951,0.211319667,0.215143167,0,0,0,0,0,0,0.321009769,0.294836327,0.382056451,0.281321512
390,0,0,0,0,0,0,0.117668363,0.134644043,0.152272749,0.153317116,0,0,0,0,0,0,0.126546249,0.17745508,0.257035593,0.209639923,0,0,0,0,0,0,0.243629239,0.393119264,0.383970677,0.358224434
391,0,0,0,0,0,0.093279125,0.108805861,0.13806152,0.154462205,0.16214358,0,0,0,0,0,0.104348499,0.147207528,0.160906529,0.206174553,0.230855502,0,0,0,0,0,0.160720822,0.337597634,0.368785388,0.395086505,0.344874065
392,0,0,0,0,0,0,0.104661371,0.122174803,0.144352537,0.152839151,0,0,0,0,0,0,0.163892263,0.191708599,0.209151938,0.233440415,0,0,0,0,0,0,0.233718702,0.379913675,0.347997914,0.439408813
393,0,0,0,0,0,0,0.11113722,0.132139423,0.145392547,0.161961676,0,0,0,0,0,0,0.161538409,0.170651249,0.200320318,0.200969543,0,0,0,0,0,0,0.251653659,0.360822365,0.406567338,0.390679406
394,0,0,0,0,0,0,0.109668061,0.137221992,0.15797713,0.167808723,0,0,0,0,0,0,0.168038077,0.190251154,0.206588443,0.225477827,0,0,0,0,0,0,0.353486912,0.368382378,0.311048938,0.3367378
395,0,0,0,0,0,0.099860252,0.120545466,0.114647792,0.159553565,0.1673635,0,0,0,0,0,0.105477484,0.156707468,0.157909702,0.20977339,0.195680843,0,0,0,0,0,0.192724972,0.272027071,0.305984083,0.315237696,0.342935415
396,0,0,0,0,0,0.082561049,0.115131936,0.106675982,0.152326762,0.157356258,0,0,0,0,0,0.10267799,0.170724994,0.143980251,0.209506247,0.222250489,0,0,0,0,0,0.213156869,0.30311456,0.266872934,0.301683823,0.409722906
397,0,0,0,0,0,0,0.118075132,0.139494256,0.135708656,0.175047568,0,0,0,0,0,0,0.169286292,0.172110004,0.197158576,0.242874852,0,0,0,0,0,0,0.275908316,0.24814306,0.219285964,0.411539813
398,0,0,0,0,0,0.07952385,0.114757716,0.130188192,0.153131545,0.179899367,0,0,0,0,0,0.119021637,0.174934351,0.179415854,0.204186515,0.237122303,0,0,0,0,0,0.342076843,0.36112439,0.309744232,0.409327701,0.384545349
399,0,0,0,0,0,0,0.117857577,0.126371823,0.149760337,0.169909187,0,0,0,0,0,0,0.141467185,0.165581246,0.217709764,0.233207076,0,0,0,0,0,0,0.259845554,0.276665861,0.331649951,0.338255609
400,0,0,0,0,0,0,0.130686309,0.135450898,0.146078671,0.165268737,0,0,0,0,0,0,0.150134794,0.164410817,0.193940436,0.226323867,0,0,0,0,0,0,0.297147195,0.284961994,0.326112821,0.354526785
401,0,0,0,0,0,0,0,0,0.150027224,0.188247972,0,0,0,0,0,0,0,0,0.206642718,0.234432336,0,0,0,0,0,0,0,0,0.474425011,0.382685924
402,0,0,0,0,0,0.074175941,0,0.132912145,0.144127607,0.176175065,0,0,0,0,0,0.101626349,0,0.17846434,0.188729457,0.226779735,0,0,0,0,0,0.210983093,0,0.259350156,0.332501175,0.431300585
403,0,0,0,0,0,0,0.116361401,0.124015814,0.156714015,0.159433145,0,0,0,0,0,0,0.152910866,0.17270375,0.210061407,0.226430321,0,0,0,0,0,0,0.376347686,0.457146205,0.36906745,0.42187378
404,0,0,0,0,0,0.092667972,0.115661808,0.132135278,0.168740609,0.154204865,0,0,0,0,0,0.136111766,0.177368918,0.199538071,0.233028219,0.206528715,0,0,0,0,0,0.296782505,0.312133028,0.324817101,0.375373444,0.461696291
405,0,0,0,0,0,0.08443456,0.091178825,0.134524002,0.139531355,0.162451755,0,0,0,0,0,0.102596392,0.151404107,0.155886224,0.216637463,0.212295165,0,0,0,0,0,0.284853959,0.176600633,0.224651186,0.482343514,0.393125081
406,0,0,0,0,0,0.084183024,0.11011466,0.135491984,0.139193042,0.164395696,0,0,0,0,0,0.12230129,0.152402706,0.183627147,0.192485699,0.22713332,0,0,0,0,0,0.242204037,0.313963823,0.296046953,0.3109219,0.349480807
407,0,0,0,0,0,0,0.096782338,0.12932705,0.161865137,0.1632452,0,0,0,0,0,0,0.128305161,0.162407026,0.188183759,0.218015544,0,0,0,0,0,0,0.216320506,0.32675501,0.334879122,0.411412856
408,0,0,0,0,0,0,0.110973101,0.128190043,0.144176862,0.164999338,0,0,0,0,0,0,0.118117153,0.167256259,0.181435064,0.226981243,0,0,0,0,0,0,0.199312875,0.34722974,0.274988454,0.382844189
409,0,0,0,0,0,0,0,0.139606795,0.172439396,0.176166221,0,0,0,0,0,0,0,0.191126671,0.206032536,0.225696076,0,0,0,0,0,0,0,0.396183941,0.398635728,0.394401962
410,0,0,0,0,0,0,0.111368724,0.119184247,0.162067066,0.193258774,0,0,0,0,0,0,0.16249301,0.151236156,0.202262768,0.245193657,0,0,0,0,0,0,0.201518177,0.266970588,0.388366445,0.463111147
411,0,0,0,0,0,0,0.141885955,0,0.159297953,0.179001533,0,0,0,0,0,0,0.173002971,0,0.216587622,0.218105856,0,0,0,0,0,0,0.282227717,0,0.287512651,0.421590766
412,0,0,0,0,0,0.09400473,0.110543912,0.140965903,0.13783507,0.167768463,0,0,0,0,0,0.104156944,0.174723926,0.191122104,0.167899427,0.237821355,0,0,0,0,0,0.236307264,0.26777473,0.282076584,0.315668189,0.364015639
413,0,0,0,0,0.070448943,0,0.112894174,0.12233074,0.154918488,0.170735375,0,0,0,0,0.07726302,0,0.147290844,0.151014173,0.196004952,0.235015356,0,0,0,0,0.148445486,0,0.319329655,0.275104128,0.366806918,0.445448383
414,0,0,0,0,0,0,0.118762654,0.125426428,0.156431103,0.17697986,0,0,0,0,0,0,0.152844541,0.171541572,0.183766134,0.211254571,0,0,0,0,0,0,0.258817107,0.286577855,0.330422849,0.375239
415,0,0,0,0,0,0,0.112573182,0.123694862,0.153912205,0.187640655,0,0,0,0,0,0,0.16499945,0.178172851,0.203770281,0.232895827,0,0,0,0,0,0,0.37692584,0.345394248,0.363306956,0.371235488
416,0,0,0,0,0,0,0.112270983,0.125590854,0.161976268,0.17732797,0,0,0,0,0,0,0.162635384,0.17534194,0.188006351,0.185910938,0,0,0,0,0,0,0.227368791,0.357460921,0.370724096,0.446671431
417,0,0,0,0,0,0,0.105239541,0.120663769,0.171026174,0.171293693,0,0,0,0,0,0,0.142862896,0.173391101,0.210220292,0.230026571,0,0,0,0,0,0,0.237337012,0.282477119,0.646676018,0.432690685
418,0,0,0,0,0,0,0.109443378,0.121063848,0.149173238,0.193204499,0,0,0,0,0,0,0.149810382,0.169620246,0.206496112,0.252836453,0,0,0,0,0,0,0.340804668,0.397913143,0.397620777,0.39347556
419,0,0,0,0,0,0,0.109928934,0.15367749,0.14435774,0.189382318,0,0,0,0,0,0,0.149720024,0.183444834,0.218768527,0.248756968,0,0,0,0,0,0,0.287141519,0.287225965,0.381650816,0.310142909
420,0,0,0,0,0,0,0.121838064,0.130868277,0.164528463,0.175720552,0,0,0,0,0,0,0.140162998,0.157760378,0.183504329,0.230951526,0,0,0,0,0,0,0.292271555,0.287965912,0.406714935,0.341691267
421,0,0,0,0,0,0,0.104772274,0.128564664,0.15473608,0.177693146,0,0,0,0,0,0,0.152858638,0.179962189,0.207355855,0.226122986,0,0,0,0,0,0,0.269767922,0.245136041,0.316817945,0.308523581
422,0,0,0,0,0,0,0.127225686,0.116743285,0.155430501,0.195940951,0,0,0,0,0,0,0.157595833,0.175715749,0.210253268,0.248401246,0,0,0,0,0,0,0.265669809,0.29995615,0.478685684,0.290003074
423,0,0,0,0,0,0,0.123935059,0.140297032,0.160638201,0.163999169,0,0,0,0,0,0,0.160208108,0.17351527,0.202934338,0.233126703,0,0,0,0,0,0,0.332031135,0.321244327,0.376013111,0.390244745
424,0,0,0,0,0,0,0.149651715,0.14236309,0.155894854,0.174719012,0,0,0,0,0,0,0.240408374,0.199542549,0.211079072,0.252332718,0,0,0,0,0,0,0.394179808,0.369612258,0.344958555,0.349787316
425,0,0,0,0,0,0,0.121364092,0.105503221,0.157624065,0.170826431,0,0,0,0,0,0,0.141479845,0.138108189,0.207303721,0.220383563,0,0,0,0,0,0,0.42844454,0.208651059,0.34809147,0.393351779
426,0,0,0,0,0,0,0.097429808,0.14070546,0.149369901,0.18109747,0,0,0,0,0,0,0.132497226,0.17940932,0.201286496,0.249520405,0,0,0,0,0,0,0.335846142,0.26530454,0.292968377,0.408785073
427,0,0,0,0,0,0,0,0.114641116,0.16377787,0.162174801,0,0,0,0,0,0,0,0.172924435,0.201720548,0.219920508,0,0,0,0,0,0,0,0.306067645,0.36912254,0.46455012
428,0,0,0,0,0,0,0.110329163,0.12593021,0.157555304,0.17148884,0,0,0,0,0,0,0.160964516,0.193080516,0.218058793,0.246122969,0,0,0,0,0,0,0.284136692,0.340125428,0.363514726,0.466666485
429,0,0,0,0,0,0,0.131623825,0.142622926,0.160072456,0.175194113,0,0,0,0,0,0,0.203914218,0.185128834,0.174959755,0.259224739,0,0,0,0,0,0,0.240172126,0.383985268,0.295567697,0.42023062
